Date,Open,High,Low,Close,Adj Close,Volume,company_name,symbol
2024-01-30,116.36000061035156,118.01000213623047,115.55999755859375,116.05999755859375,113.99579620361328,11030800,Taiwan Semiconductor,TSM
2024-01-31,113.5,114.73999786376953,112.87999725341797,112.95999908447266,110.950927734375,12853900,Taiwan Semiconductor,TSM
2024-02-01,113.80000305175781,114.02999877929688,112.61000061035156,113.38999938964844,111.373291015625,8807600,Taiwan Semiconductor,TSM
2024-02-02,114.86000061035156,115.95999908447266,113.91999816894531,115.75,113.69129943847656,10042200,Taiwan Semiconductor,TSM
2024-02-05,117.12999725341797,119.54000091552734,116.58000183105469,118.79000091552734,116.67724609375,13267600,Taiwan Semiconductor,TSM
2024-02-06,120.12000274658203,120.98999786376953,118.27999877929688,119.37999725341797,117.25674438476562,11503800,Taiwan Semiconductor,TSM
2024-02-07,120.01000213623047,125.0,120.0,124.9800033569336,122.75714874267578,18172500,Taiwan Semiconductor,TSM
2024-02-08,127.0,134.75,126.11000061035156,133.72999572753906,131.35153198242188,33367000,Taiwan Semiconductor,TSM
2024-02-09,134.5,135.1699981689453,130.58999633789062,133.11000061035156,130.74253845214844,16984200,Taiwan Semiconductor,TSM
2024-02-12,133.27000427246094,133.50999450683594,130.25999450683594,130.4600067138672,128.13967895507812,14203800,Taiwan Semiconductor,TSM
2024-02-13,127.93000030517578,129.9199981689453,126.4800033569336,127.55000305175781,125.28144073486328,14494000,Taiwan Semiconductor,TSM
2024-02-14,129.6300048828125,130.7899932861328,127.95999908447266,129.27000427246094,126.9708480834961,13069700,Taiwan Semiconductor,TSM
2024-02-15,130.8000030517578,131.1300048828125,128.35000610351562,129.02999877929688,126.73512268066406,12554000,Taiwan Semiconductor,TSM
2024-02-16,127.12999725341797,128.63999938964844,125.80999755859375,126.69000244140625,124.43672943115234,13091700,Taiwan Semiconductor,TSM
2024-02-20,126.88999938964844,127.05999755859375,124.1500015258789,125.33000183105469,123.1009292602539,12038800,Taiwan Semiconductor,TSM
2024-02-21,124.43000030517578,125.37999725341797,122.91000366210938,125.33999633789062,123.1107406616211,11578100,Taiwan Semiconductor,TSM
2024-02-22,129.69000244140625,131.47999572753906,129.0,129.07000732421875,126.77440643310547,17014100,Taiwan Semiconductor,TSM
2024-02-23,130.5,131.00999450683594,127.7300033569336,129.52999877929688,127.22622680664062,10123300,Taiwan Semiconductor,TSM
2024-02-26,130.02000427246094,131.22999572753906,128.55999755859375,130.63999938964844,128.31649780273438,9526700,Taiwan Semiconductor,TSM
2024-02-27,130.77000427246094,131.97000122070312,128.58999633789062,128.58999633789062,126.30294036865234,8851800,Taiwan Semiconductor,TSM
2024-02-28,128.5,128.5800018310547,126.6500015258789,127.37999725341797,125.11446380615234,6519100,Taiwan Semiconductor,TSM
2024-02-29,128.02999877929688,129.19000244140625,127.1500015258789,128.6699981689453,126.38153076171875,9369900,Taiwan Semiconductor,TSM
2024-03-01,130.1300048828125,136.64999389648438,130.10000610351562,133.89999389648438,131.51849365234375,24361700,Taiwan Semiconductor,TSM
2024-03-04,139.94000244140625,141.99000549316406,137.67999267578125,138.25999450683594,135.80093383789062,26544600,Taiwan Semiconductor,TSM
2024-03-05,137.1199951171875,137.42999267578125,133.72999572753906,134.97000122070312,132.56947326660156,13694700,Taiwan Semiconductor,TSM
2024-03-06,138.8000030517578,144.0,138.61000061035156,141.57000732421875,139.05209350585938,22292700,Taiwan Semiconductor,TSM
2024-03-07,144.89999389648438,151.60000610351562,144.14999389648438,149.1999969482422,146.54637145996094,34675700,Taiwan Semiconductor,TSM
2024-03-08,153.89999389648438,158.39999389648438,144.92999267578125,146.3699951171875,143.76670837402344,43771100,Taiwan Semiconductor,TSM
2024-03-11,143.6199951171875,144.39999389648438,138.92999267578125,139.02000427246094,136.54745483398438,29227100,Taiwan Semiconductor,TSM
2024-03-12,144.52000427246094,146.6999969482422,140.57000732421875,144.39999389648438,141.83175659179688,21218500,Taiwan Semiconductor,TSM
2024-03-13,143.0500030517578,143.22999572753906,141.3699951171875,142.13999938964844,139.6119384765625,12923100,Taiwan Semiconductor,TSM
2024-03-14,142.61000061035156,143.10000610351562,139.02000427246094,139.6199951171875,137.1367645263672,14961900,Taiwan Semiconductor,TSM
2024-03-15,135.44000244140625,137.6999969482422,134.6300048828125,136.97999572753906,134.54371643066406,22733000,Taiwan Semiconductor,TSM
2024-03-18,140.17999267578125,141.5399932861328,136.61000061035156,136.63999938964844,134.7547607421875,14732900,Taiwan Semiconductor,TSM
2024-03-19,135.3000030517578,136.27000427246094,133.02999877929688,134.8699951171875,133.00918579101562,17341100,Taiwan Semiconductor,TSM
2024-03-20,136.52999877929688,137.30999755859375,135.00999450683594,136.75,134.86325073242188,12750200,Taiwan Semiconductor,TSM
2024-03-21,142.5500030517578,142.60000610351562,139.0399932861328,139.4499969482422,137.5260009765625,17809400,Taiwan Semiconductor,TSM
2024-03-22,139.39999389648438,141.33999633789062,139.11000061035156,140.5399932861328,138.6009521484375,9935200,Taiwan Semiconductor,TSM
2024-03-25,140.16000366210938,141.67999267578125,139.25999450683594,140.22999572753906,138.29522705078125,9922200,Taiwan Semiconductor,TSM
2024-03-26,140.61000061035156,140.9600067138672,138.63999938964844,138.83999633789062,136.9244384765625,10786400,Taiwan Semiconductor,TSM
2024-03-27,138.86000061035156,139.27999877929688,135.14999389648438,136.69000244140625,134.80409240722656,13842800,Taiwan Semiconductor,TSM
2024-03-28,135.67999267578125,136.8000030517578,135.44000244140625,136.0500030517578,134.1729278564453,10019400,Taiwan Semiconductor,TSM
2024-04-01,137.2899932861328,142.9600067138672,137.0500030517578,141.49000549316406,139.53785705566406,14222700,Taiwan Semiconductor,TSM
2024-04-02,140.3800048828125,141.0399932861328,139.35000610351562,140.22000122070312,138.28536987304688,9869200,Taiwan Semiconductor,TSM
2024-04-03,138.5800018310547,142.92999267578125,138.38999938964844,142.0,140.0408172607422,9707500,Taiwan Semiconductor,TSM
2024-04-04,144.0,146.75,139.42999267578125,139.66000366210938,137.7331085205078,15759500,Taiwan Semiconductor,TSM
2024-04-05,140.0,142.0,138.9199981689453,141.36000061035156,139.40965270996094,8249500,Taiwan Semiconductor,TSM
2024-04-08,145.24000549316406,146.0,142.75999450683594,142.7899932861328,140.81991577148438,16307400,Taiwan Semiconductor,TSM
2024-04-09,146.25999450683594,148.1699981689453,142.9499969482422,145.39999389648438,143.39390563964844,18488000,Taiwan Semiconductor,TSM
2024-04-10,146.6300048828125,148.42999267578125,145.25999450683594,146.22000122070312,144.2025909423828,18861300,Taiwan Semiconductor,TSM
2024-04-11,147.1999969482422,147.55999755859375,144.1300048828125,147.1999969482422,145.1690673828125,11818800,Taiwan Semiconductor,TSM
2024-04-12,145.0,146.50999450683594,142.14999389648438,142.52000427246094,140.55364990234375,11981400,Taiwan Semiconductor,TSM
2024-04-15,145.02000427246094,145.47999572753906,139.8800048828125,140.13999938964844,138.20648193359375,13458800,Taiwan Semiconductor,TSM
2024-04-16,137.88999938964844,140.5399932861328,137.05999755859375,139.8000030517578,137.8711700439453,14218200,Taiwan Semiconductor,TSM
2024-04-17,141.1300048828125,142.57000732421875,137.36000061035156,139.02999877929688,137.11180114746094,18823200,Taiwan Semiconductor,TSM
2024-04-18,132.88999938964844,135.1300048828125,130.3000030517578,132.27000427246094,130.445068359375,39306100,Taiwan Semiconductor,TSM
2024-04-19,129.3699951171875,131.5500030517578,126.63999938964844,127.69999694824219,125.9381103515625,28248000,Taiwan Semiconductor,TSM
2024-04-22,126.75,130.66000366210938,125.77999877929688,129.75,127.95982360839844,18556800,Taiwan Semiconductor,TSM
2024-04-23,131.36000061035156,133.7100067138672,130.66000366210938,133.42999267578125,131.58905029296875,12573800,Taiwan Semiconductor,TSM
2024-04-24,136.08999633789062,136.2899932861328,131.5399932861328,132.97000122070312,131.13540649414062,15558000,Taiwan Semiconductor,TSM
2024-04-25,130.0,137.83999633789062,128.86000061035156,136.5800018310547,134.69558715820312,18034300,Taiwan Semiconductor,TSM
2024-04-26,136.80999755859375,138.74000549316406,135.9499969482422,138.3000030517578,136.3918914794922,9453400,Taiwan Semiconductor,TSM
2024-04-29,138.0,138.64999389648438,135.91000366210938,138.5,136.58912658691406,9997100,Taiwan Semiconductor,TSM
2024-04-30,137.94000244140625,139.6999969482422,137.25999450683594,137.33999633789062,135.44509887695312,10980600,Taiwan Semiconductor,TSM
2024-05-01,137.4199981689453,139.42999267578125,133.2100067138672,134.94000244140625,133.07821655273438,12561800,Taiwan Semiconductor,TSM
2024-05-02,135.60000610351562,136.74000549316406,133.22000122070312,136.22999572753906,134.35043334960938,9261900,Taiwan Semiconductor,TSM
2024-05-03,138.89999389648438,142.11000061035156,138.75999450683594,141.55999755859375,139.60687255859375,13264300,Taiwan Semiconductor,TSM
2024-05-06,140.47000122070312,142.8300018310547,139.80999755859375,142.8300018310547,140.859375,8601600,Taiwan Semiconductor,TSM
2024-05-07,141.8699951171875,142.2899932861328,140.50999450683594,141.11000061035156,139.1630859375,8682900,Taiwan Semiconductor,TSM
2024-05-08,141.11000061035156,144.25999450683594,140.8000030517578,143.60000610351562,141.6187286376953,10202300,Taiwan Semiconductor,TSM
2024-05-09,142.94000244140625,143.35000610351562,141.1300048828125,142.7899932861328,140.81991577148438,8012700,Taiwan Semiconductor,TSM
2024-05-10,147.22000122070312,150.5,146.92999267578125,149.25999450683594,147.2006378173828,23671400,Taiwan Semiconductor,TSM
2024-05-13,148.02000427246094,148.44000244140625,146.3000030517578,146.41000366210938,144.3899688720703,8278700,Taiwan Semiconductor,TSM
2024-05-14,146.49000549316406,152.00999450683594,146.25,151.9499969482422,149.85353088378906,12316500,Taiwan Semiconductor,TSM
2024-05-15,153.36000061035156,156.0,152.72999572753906,155.5800018310547,153.43345642089844,14027100,Taiwan Semiconductor,TSM
2024-05-16,154.10000610351562,155.05999755859375,152.2100067138672,152.22999572753906,150.12966918945312,13394100,Taiwan Semiconductor,TSM
2024-05-17,154.0,154.0,150.83999633789062,151.67999267578125,149.58726501464844,7711200,Taiwan Semiconductor,TSM
2024-05-20,151.6699981689453,154.24000549316406,150.82000732421875,153.5500030517578,151.43145751953125,9261200,Taiwan Semiconductor,TSM
2024-05-21,152.3000030517578,153.99000549316406,151.9499969482422,153.6699981689453,151.54981994628906,7919400,Taiwan Semiconductor,TSM
2024-05-22,155.8800048828125,157.22999572753906,154.5399932861328,156.14999389648438,153.99559020996094,13455200,Taiwan Semiconductor,TSM
2024-05-23,159.17999267578125,160.77999877929688,155.8699951171875,157.08999633789062,154.922607421875,20873000,Taiwan Semiconductor,TSM
2024-05-24,157.1999969482422,160.66000366210938,156.7100067138672,160.0,157.79246520996094,11895500,Taiwan Semiconductor,TSM
2024-05-28,159.67999267578125,160.3800048828125,157.60000610351562,159.41000366210938,157.21060180664062,13964400,Taiwan Semiconductor,TSM
2024-05-29,156.75,156.8800048828125,153.2100067138672,154.33999633789062,152.21055603027344,15780000,Taiwan Semiconductor,TSM
2024-05-30,153.58999633789062,154.0500030517578,151.88999938964844,152.9600067138672,150.849609375,9711000,Taiwan Semiconductor,TSM
2024-05-31,151.47999572753906,152.5,147.80999755859375,151.0399932861328,148.95608520507812,13782600,Taiwan Semiconductor,TSM
2024-06-03,155.1199951171875,157.14999389648438,152.4600067138672,154.9499969482422,152.81214904785156,12924400,Taiwan Semiconductor,TSM
2024-06-04,153.39999389648438,153.7899932861328,150.99000549316406,152.47000122070312,150.36636352539062,10066700,Taiwan Semiconductor,TSM
2024-06-05,158.58999633789062,163.72999572753906,157.9499969482422,162.9199981689453,160.67218017578125,23192600,Taiwan Semiconductor,TSM
2024-06-06,164.52000427246094,164.6999969482422,160.36000061035156,162.07000732421875,159.83392333984375,14819100,Taiwan Semiconductor,TSM
2024-06-07,163.57000732421875,166.1199951171875,161.9600067138672,164.38999938964844,162.1219024658203,14023300,Taiwan Semiconductor,TSM
2024-06-10,164.0,169.83999633789062,162.4199981689453,168.16000366210938,165.8398895263672,12438400,Taiwan Semiconductor,TSM
2024-06-11,168.17999267578125,168.41000366210938,163.7899932861328,165.7100067138672,163.42369079589844,11508600,Taiwan Semiconductor,TSM
2024-06-12,173.36000061035156,176.05999755859375,171.5399932861328,172.97999572753906,170.5933837890625,20309500,Taiwan Semiconductor,TSM
2024-06-13,172.9499969482422,174.07000732421875,170.50999450683594,172.91000366210938,171.0623321533203,15591800,Taiwan Semiconductor,TSM
2024-06-14,172.0,173.63999938964844,170.36000061035156,172.50999450683594,170.6665802001953,9192500,Taiwan Semiconductor,TSM
2024-06-17,177.83999633789062,178.6699981689453,173.47999572753906,177.24000549316406,175.34605407714844,18593700,Taiwan Semiconductor,TSM
2024-06-18,180.02000427246094,184.86000061035156,178.99000549316406,179.69000244140625,177.76988220214844,27155100,Taiwan Semiconductor,TSM
2024-06-20,182.5800018310547,183.1699981689453,173.5,175.3800048828125,173.50592041015625,28403200,Taiwan Semiconductor,TSM
2024-06-21,172.7100067138672,177.47999572753906,172.2100067138672,173.9600067138672,172.1011199951172,20271300,Taiwan Semiconductor,TSM
2024-06-24,170.42999267578125,171.4199981689453,167.1199951171875,167.80999755859375,166.01681518554688,19741700,Taiwan Semiconductor,TSM
2024-06-25,169.9499969482422,172.63999938964844,169.00999450683594,172.60000610351562,170.75563049316406,13481000,Taiwan Semiconductor,TSM
2024-06-26,172.1199951171875,173.69000244140625,170.1999969482422,172.07000732421875,170.23130798339844,11901500,Taiwan Semiconductor,TSM
2024-06-27,173.7899932861328,175.47999572753906,171.14999389648438,171.6300048828125,169.79598999023438,10864600,Taiwan Semiconductor,TSM
2024-06-28,172.80999755859375,176.82000732421875,172.80999755859375,173.80999755859375,171.9527130126953,11216100,Taiwan Semiconductor,TSM
2024-07-01,174.24000549316406,175.3000030517578,170.4499969482422,172.3300018310547,170.48851013183594,10717000,Taiwan Semiconductor,TSM
2024-07-02,171.1300048828125,176.7100067138672,171.02999877929688,175.6999969482422,173.82249450683594,10655500,Taiwan Semiconductor,TSM
2024-07-03,177.99000549316406,182.49000549316406,177.8800048828125,182.49000549316406,180.53994750976562,11808700,Taiwan Semiconductor,TSM
2024-07-05,184.13999938964844,185.0800018310547,182.3000030517578,183.99000549316406,182.02392578125,11372900,Taiwan Semiconductor,TSM
2024-07-08,190.0,192.8000030517578,185.1300048828125,186.6300048828125,184.63571166992188,22582400,Taiwan Semiconductor,TSM
2024-07-09,188.08999633789062,188.44000244140625,182.5,184.52000427246094,182.54827880859375,19935200,Taiwan Semiconductor,TSM
2024-07-10,188.27999877929688,191.4199981689453,186.6999969482422,191.0500030517578,189.00848388671875,19293500,Taiwan Semiconductor,TSM
2024-07-11,193.08999633789062,193.47000122070312,183.00999450683594,184.5,182.5284881591797,21584200,Taiwan Semiconductor,TSM
2024-07-12,183.07000732421875,190.3800048828125,182.75,187.35000610351562,185.3480224609375,19220300,Taiwan Semiconductor,TSM
2024-07-15,188.67999267578125,190.05999755859375,184.0800018310547,185.22000122070312,183.2407684326172,15683100,Taiwan Semiconductor,TSM
2024-07-16,188.27000427246094,189.58999633789062,185.02000427246094,186.0399932861328,184.052001953125,16663300,Taiwan Semiconductor,TSM
2024-07-17,175.22000122070312,176.5800018310547,170.50999450683594,171.1999969482422,169.37059020996094,45052600,Taiwan Semiconductor,TSM
2024-07-18,175.5,178.69000244140625,164.50999450683594,171.8699951171875,170.03341674804688,52903600,Taiwan Semiconductor,TSM
2024-07-19,169.1699981689453,170.52000427246094,165.22000122070312,165.77000427246094,163.9986114501953,22585300,Taiwan Semiconductor,TSM
2024-07-22,166.61000061035156,170.8800048828125,166.17999267578125,169.35000610351562,167.54037475585938,21037200,Taiwan Semiconductor,TSM
2024-07-23,169.4199981689453,171.5399932861328,167.97000122070312,169.82000732421875,168.00534057617188,11690700,Taiwan Semiconductor,TSM
2024-07-24,165.08999633789062,165.4499969482422,159.58999633789062,159.8000030517578,158.0924072265625,19536600,Taiwan Semiconductor,TSM
2024-07-25,158.16000366210938,163.39999389648438,152.11000061035156,160.27999877929688,158.56727600097656,25731800,Taiwan Semiconductor,TSM
2024-07-26,164.3000030517578,164.58999633789062,159.19000244140625,161.94000244140625,160.20953369140625,13089200,Taiwan Semiconductor,TSM
2024-07-29,162.67999267578125,163.22999572753906,158.6300048828125,160.00999450683594,158.3001708984375,12663100,Taiwan Semiconductor,TSM
2024-07-30,160.44000244140625,161.14999389648438,152.5500030517578,154.5399932861328,152.88861083984375,22018000,Taiwan Semiconductor,TSM
2024-07-31,163.77000427246094,166.64999389648438,162.07000732421875,165.8000030517578,164.02830505371094,19860400,Taiwan Semiconductor,TSM
2024-08-01,163.47999572753906,167.6699981689453,156.83999633789062,158.17999267578125,156.48973083496094,21095600,Taiwan Semiconductor,TSM
2024-08-02,151.25,153.86000061035156,146.88999938964844,149.86000061035156,148.25863647460938,31095300,Taiwan Semiconductor,TSM
2024-08-05,133.86000061035156,150.0,133.57000732421875,147.9499969482422,146.36903381347656,31193100,Taiwan Semiconductor,TSM
2024-08-06,150.44000244140625,157.7100067138672,147.72000122070312,155.38999938964844,153.7295379638672,24528100,Taiwan Semiconductor,TSM
2024-08-07,161.5500030517578,162.64999389648438,154.52000427246094,155.0399932861328,153.3832550048828,22379000,Taiwan Semiconductor,TSM
2024-08-08,159.27000427246094,164.75,155.5399932861328,164.5500030517578,162.79164123535156,18889600,Taiwan Semiconductor,TSM
2024-08-09,166.32000732421875,167.8000030517578,163.24000549316406,167.1199951171875,165.3341827392578,20519400,Taiwan Semiconductor,TSM
2024-08-12,166.0,169.52999877929688,165.5399932861328,167.6300048828125,165.8387451171875,14727300,Taiwan Semiconductor,TSM
2024-08-13,168.0,172.4499969482422,166.33999633789062,172.33999633789062,170.49839782714844,15243500,Taiwan Semiconductor,TSM
2024-08-14,171.8800048828125,172.50999450683594,167.19000244140625,169.97000122070312,168.1537322998047,11510300,Taiwan Semiconductor,TSM
2024-08-15,172.42999267578125,175.44000244140625,170.82000732421875,173.9600067138672,172.1011199951172,15393500,Taiwan Semiconductor,TSM
2024-08-16,173.38999938964844,175.0,172.25,174.5399932861328,172.67489624023438,10710000,Taiwan Semiconductor,TSM
2024-08-19,174.75999450683594,175.4499969482422,171.10000610351562,175.4499969482422,173.57518005371094,11511000,Taiwan Semiconductor,TSM
2024-08-20,175.39999389648438,175.39999389648438,169.85000610351562,172.0399932861328,170.20159912109375,13555500,Taiwan Semiconductor,TSM
2024-08-21,170.36000061035156,173.0800018310547,169.91000366210938,171.44000244140625,169.6080322265625,9434800,Taiwan Semiconductor,TSM
2024-08-22,172.0,173.27999877929688,166.05999755859375,166.44000244140625,164.6614532470703,13546100,Taiwan Semiconductor,TSM
2024-08-23,169.0,173.2899932861328,167.9199981689453,171.27999877929688,169.44973754882812,12189100,Taiwan Semiconductor,TSM
2024-08-26,170.3800048828125,171.0500030517578,167.82000732421875,169.07000732421875,167.26336669921875,9611300,Taiwan Semiconductor,TSM
2024-08-27,166.4199981689453,170.5800018310547,165.0399932861328,170.5500030517578,168.7275390625,9186000,Taiwan Semiconductor,TSM
2024-08-28,171.32000732421875,172.47000122070312,166.1999969482422,169.1999969482422,167.3919677734375,10581400,Taiwan Semiconductor,TSM
2024-08-29,168.64999389648438,175.4199981689453,167.50999450683594,169.14999389648438,167.34249877929688,13213200,Taiwan Semiconductor,TSM
2024-08-30,170.05999755859375,172.22999572753906,168.75,171.6999969482422,169.865234375,9481400,Taiwan Semiconductor,TSM
2024-09-03,168.0,168.67999267578125,159.8000030517578,160.49000549316406,158.77503967285156,18464400,Taiwan Semiconductor,TSM
2024-09-04,159.3000030517578,163.8800048828125,158.9499969482422,160.8699951171875,159.15097045898438,11317400,Taiwan Semiconductor,TSM
2024-09-05,161.5399932861328,164.58999633789062,161.0500030517578,163.6999969482422,161.9507293701172,10260600,Taiwan Semiconductor,TSM
2024-09-06,164.88999938964844,165.41000366210938,156.00999450683594,156.82000732421875,155.14425659179688,14964400,Taiwan Semiconductor,TSM
2024-09-09,160.75999450683594,163.10000610351562,160.25,162.77999877929688,161.0405731201172,10339000,Taiwan Semiconductor,TSM
2024-09-10,162.88999938964844,162.88999938964844,157.69000244140625,162.42999267578125,160.69430541992188,11910800,Taiwan Semiconductor,TSM
2024-09-11,163.8000030517578,170.3800048828125,161.4199981689453,170.22999572753906,168.4109649658203,15059500,Taiwan Semiconductor,TSM
2024-09-12,170.60000610351562,172.14999389648438,169.0,171.42999267578125,170.22410583496094,13415500,Taiwan Semiconductor,TSM
2024-09-13,172.24000549316406,174.77000427246094,171.4499969482422,172.5,171.2865753173828,8787800,Taiwan Semiconductor,TSM
2024-09-16,169.91000366210938,170.55999755859375,166.77000427246094,169.0800018310547,167.89064025878906,12194300,Taiwan Semiconductor,TSM
2024-09-17,169.35000610351562,170.24000549316406,166.36000061035156,167.35000610351562,166.1728057861328,8629100,Taiwan Semiconductor,TSM
2024-09-18,168.4600067138672,171.60000610351562,167.0,167.27999877929688,166.10330200195312,9116000,Taiwan Semiconductor,TSM
2024-09-19,174.3800048828125,177.77999877929688,172.6300048828125,176.22000122070312,174.98040771484375,15855000,Taiwan Semiconductor,TSM
2024-09-20,174.8699951171875,176.02000427246094,173.64999389648438,174.0800018310547,172.85546875,18429800,Taiwan Semiconductor,TSM
2024-09-23,174.83999633789062,175.39999389648438,173.6999969482422,174.75999450683594,173.5306854248047,5794200,Taiwan Semiconductor,TSM
2024-09-24,179.5,182.77999877929688,177.0500030517578,181.97000122070312,180.68997192382812,14576100,Taiwan Semiconductor,TSM
2024-09-25,181.52000427246094,183.82000732421875,181.2100067138672,182.35000610351562,181.0673065185547,8280900,Taiwan Semiconductor,TSM
2024-09-26,188.5,189.3300018310547,183.8000030517578,186.8300018310547,185.51577758789062,15103400,Taiwan Semiconductor,TSM
2024-09-27,185.83999633789062,185.94000244140625,177.39999389648438,177.97000122070312,176.71810913085938,17908400,Taiwan Semiconductor,TSM
2024-09-30,174.27000427246094,176.82000732421875,171.92999267578125,173.6699981689453,172.44834899902344,13540200,Taiwan Semiconductor,TSM
2024-10-01,175.30999755859375,175.99000549316406,170.77999877929688,172.07000732421875,170.859619140625,11850200,Taiwan Semiconductor,TSM
2024-10-02,172.9600067138672,176.97000122070312,170.7899932861328,175.8000030517578,174.56336975097656,11164400,Taiwan Semiconductor,TSM
2024-10-03,175.8000030517578,180.7899932861328,175.1199951171875,179.47999572753906,178.2174835205078,12555000,Taiwan Semiconductor,TSM
2024-10-04,179.6999969482422,181.22999572753906,177.5500030517578,181.16000366210938,179.88568115234375,9993800,Taiwan Semiconductor,TSM
2024-10-07,181.60000610351562,185.0,180.92999267578125,184.50999450683594,183.21209716796875,12054200,Taiwan Semiconductor,TSM
2024-10-08,184.9600067138672,186.5399932861328,182.02999877929688,186.0500030517578,184.74127197265625,10394200,Taiwan Semiconductor,TSM
2024-10-09,187.8000030517578,188.0,182.25999450683594,187.13999938964844,185.8236083984375,11925000,Taiwan Semiconductor,TSM
2024-10-10,185.86000061035156,187.0800018310547,184.39999389648438,185.77999877929688,184.47317504882812,6443800,Taiwan Semiconductor,TSM
2024-10-11,188.1699981689453,191.49000549316406,188.00999450683594,190.80999755859375,189.46778869628906,12163900,Taiwan Semiconductor,TSM
2024-10-14,190.61000061035156,194.25,190.5,192.2100067138672,190.85794067382812,11714400,Taiwan Semiconductor,TSM
2024-10-15,192.9600067138672,193.6199951171875,184.25,187.1300048828125,185.8136749267578,21812700,Taiwan Semiconductor,TSM
2024-10-16,189.77999877929688,190.00999450683594,186.66000366210938,187.47999572753906,186.1612091064453,18689200,Taiwan Semiconductor,TSM
2024-10-17,203.35000610351562,212.60000610351562,201.97000122070312,205.83999633789062,204.39205932617188,62274700,Taiwan Semiconductor,TSM
2024-10-18,205.9499969482422,205.9499969482422,200.75999450683594,200.77999877929688,199.36764526367188,21030800,Taiwan Semiconductor,TSM
2024-10-21,200.80999755859375,203.44000244140625,199.66000366210938,201.9499969482422,200.5294189453125,14820000,Taiwan Semiconductor,TSM
2024-10-22,199.07000732421875,200.1699981689453,197.11000061035156,198.47999572753906,197.08383178710938,11165100,Taiwan Semiconductor,TSM
2024-10-23,196.67999267578125,203.1300048828125,196.22999572753906,200.86000061035156,199.4470977783203,16535700,Taiwan Semiconductor,TSM
2024-10-24,198.9600067138672,200.5,197.41000366210938,197.92999267578125,196.53768920898438,9935800,Taiwan Semiconductor,TSM
2024-10-25,200.25,205.1999969482422,200.0,203.44000244140625,202.0089569091797,13434900,Taiwan Semiconductor,TSM
2024-10-28,199.25999450683594,199.74000549316406,194.52000427246094,194.67999267578125,193.31056213378906,20135300,Taiwan Semiconductor,TSM
2024-10-29,194.38999938964844,198.7899932861328,193.60000610351562,196.94000244140625,195.55467224121094,13779100,Taiwan Semiconductor,TSM
2024-10-30,194.3800048828125,195.4499969482422,192.61000061035156,194.47999572753906,193.11196899414062,10007800,Taiwan Semiconductor,TSM
2024-10-31,192.86000061035156,192.86000061035156,187.66000366210938,190.5399932861328,189.19967651367188,13062700,Taiwan Semiconductor,TSM
2024-11-01,194.1999969482422,198.1699981689453,192.5500030517578,192.9499969482422,191.5927276611328,12691200,Taiwan Semiconductor,TSM
